card_id,chinese,pinyin,english
BKKTZPqKqYGYwEMnIvojWn,冬天他们得节省燃料.,dōng tiān tā men de jié shěng rán liào.,They have to skimp on fuel in winter.
6nKuxjCbazO6rhEcn02g8c,他只是表面诚实而已。,tā zhǐ shì biǎo miàn chéng shí ér yǐ。,He is honest only on the surface.
zhdWn5kiRNg1FzlHqc8fWs,他的诚实是无可争议的。,tā de chéng shí shì wú kě zhēng yì de。,His honesty is beyond dispute.
NS8InDKeSMVsA8AkxWajFp,他们的货物质量很好。,tā men de huò wù zhì liàng hěn hǎo。,Their merchandise is of high quality.
WIKvVVobDbfV7s2A6T7Zxs,他的成功主要靠运气。,tā de chéng gōng zhǔ yào kào yùn qi。,His successes were largely due to luck.
Seje6CaOZARfvjfd88lHVi,他们相互交换了人质.,tā men xiāng hù jiāo huàn le rén zhì.,They exchanged hostages with each other.
y8tNNfoQ4apCpHEb7xIabo,我们希望傍晚时能回来.,wǒ men xī wàng bàng wǎn shí néng huí lai.,We hope to be back by nightfall.
Eh2N4BUOlTpxiGXME7DoZw,他用叉子叉肉.,tā yòng chā zi chǎ ròu.,He stabbed the meat with his fork/stabbed his fork into the meat.
on6Ro8pB4WBPZleNB8eux5,法国是发达国家之一。,fǎ guó shì fā dá guó jiā zhī yī。,France is one of the develop countries.
4Z7gjUsDV5BLMouQ4VyGwM,这男孩已彻底恢复健康。,zhè nán hái yǐ chè dǐ huī fù jiàn kāng。,The boy has quite recovered.
7ZZuVJwFeM0uyyXHAcWTWa,别担心，我会支持你的。,biè dān xīn， wǒ kuài zhī chí nǐ de。,Do not fear; I will support you.
0LSMFz48jPQ3UPGSTm810B,他用手把硬币捧了起来.,tā yòng shǒu bǎ yìng bì pěng le qǐ lai.,He scooped the coins up in his hands.
lCaURDQkETLIibRchOVyt6,别担心，我会支持你的。,biè dān xīn， wǒ kuài zhī chí nǐ de。,Do not fear; I will support you.
Kjg3B0CFxJ7L6ulqUPN7KS,不晓得该听谁的劝告。,bù xiǎo de gāi tìng shéi de quàn gào。,I don't know which advise to follow.
MJfhEMLi6LALCbqDoymqnj,这些事实和此案有关。,zhè xie shì shí huò cǐ àn yǒu guān。,These facts are relevant to the case.
LrHBGaHysmFY7N6ak4RExg,这本杂志发行量很大。,zhè běn zá zhì fā xíng liàng hěn dà。,This magazine has a large circulation.
UkjUqda3xJeaJ4jC5rL2YQ,我特此宣布她已经当选。,wǒ tè cǐ xuān bù tā yǐ jīng dāng xuǎn。,I hereby declare her elected.
YYJtaVGo0nhvD0wNjHwSst,她的话减轻了我的痛苦。,tā de huà jiǎn qīng le wǒ de tòng kǔ。,Her words mitigated my suffering.
MHyUlzbnhj4yZO8WqyXIwA,这个玻璃盘子很容易碎。,zhè gè bō li pán zi hěn róng yì suì。,This glass plate is very fragile.
EHM7zMZw0GqdlqXkzcuCbO,他们相互交换了人质.,tā men xiāng hù jiāo huàn le rén zhì.,They exchanged hostages with each other.
AFkeFmaew6sONawARqIDrm,他曾是世界网球冠军。,tā zēng shì shì jiè wǎng qiú guàn jūn。,He was the world tennis champion.
iIbDbY4MgbYVC5s2b5DODx,大夫治好了他的胃病。,dài fu zhì hào le tā de wèi bìng。,The doctor cured him of his stomach trouble.
B5uhQ7Ig5x2L4xWpVru4i1,他脑子里装著许多问题。,tā nǎo zi lǐ zhuāng著 xǔ duō wèn tí。,Many problems occupied his mind.
Z5IRW1cAYdqOtDJBBLzf3a,磁力是一种自然现象。,cí lì shì yī zhòng zì rán xiàn xiàng。,Magnetism is a natural phenomenon.
kvARfEtRTNYO20Y0gR6Gsb,他把包放在行李架上。,tā bǎ bāo fàng zài xíng li jià shàng。,He put his bag on the luggage rack.
oYDVzRBmP2Nu7Ju1a2htWm,她掀起锅盖加点盐。,tā xiān qǐ guō gě jiā diǎn yán。,She lifted the lid of the pot to add some salt.
6XohHRaUUDvhrrCM3TUs7U,大家都想让他当领袖.,dà jiā dōu xiǎng ràng tā dàng lǐng xiù.,The people want him as their leader.
2vNFUHGQ0aA8LWn57zBOAV,我不能承受和她分别。,wǒ bù néng chéng shòu huò tā fēn bié。,I could not stand parting from her.
RWCoebEiPIBACWftaiJEs0,我不禁也有同样的想法。,wǒ bù jīn yě yǒu tóng yàng de xiǎng fǎ。,I can not help think the same.
3RDtMgFO3cc5V2qgvn4aLf,他把地图平铺在地上。,tā bǎ dì tú píng pù zài dì shang。,He spread the map flat out on the floor.
e5fhneSTMnZKlHmaRBOyZq,他是个坚强而沉默的人。,tā shì gè jiān qiáng ér chén mò de rén。,"He is the strong, silent type."
jkzfRiApxa4JrLl8ICEQQY,我为此实在感到很抱歉。,wǒ wèi cǐ shí zài gǎn dào hěn bào qiàn。,I really feel bad about that.
DnWH7ltEQjifyoGzdvNXFI,我们把小麦磨成面粉。,wǒ men bǎ xiǎo mài mò chéng miàn fěn。,We grind up the wheat to make flour.
avnLlCWIeplO8yR40NgU3h,下届选举我可能选她。,xià jiè xuǎn jǔ wǒ kě néng xuǎn tā。,I may vote for her at the next election.
ei2t2Zu8SS0GF7eqZGgmUy,她挨著我坐在我的左边.,tā ái著 wǒ zuò zài wǒ de zuǒ biān.,She was sitting immediately to my left.
YGaSDLcAvPfvvvKdjbLABJ,我从来不是爱挑拣的人。,wǒ cóng lái bù shì ài tiǎo jiǎn de rén。,I'm never one to pick and choose.
fRGyHZAXPV6NcorV2g4OCY,只有这次他是按时到了。,zhǐ yǒu zhè cì tā shì àn shí dào le。,Just for once he arrived on time.
ONFzdqqJyyXrYzV4d6Awjw,无论如何，我都支持你。,wú lùn rú hé， wǒ dōu zhī chí nǐ。,I'll stand by you whatever happens.
pUTKMteiN8UgaMXpptFxhE,他向湖里扔了一块石头。,tā xiàng hú lǐ rēng le yī kuài shí tou。,He threw a stone into the lake.
amFoqAqPKV3OtfIIHs3G0D,石油的价格已经上涨了。,shí yóu de jià gé yǐ jīng shàng zhǎng le。,The price of oil has gone up.
cduv0DzJAEQItPlz00KX2h,他总是称赞他的女儿。,tā zǒng shì chēng zàn tā de nu:3 ér。,He always speaks well of his daughter.
NNXSAHfyJnQhafk4cthUTH,我觉得这是绝对必要的。,wǒ jué de zhè shì jué duì bì yào de。,I feel it is absolutely necessary.
zz37PpwuMaetUEzj0SFR1M,请在这张支票背后签名。,qǐng zài zhè zhāng zhī piào bèi hòu qiān míng。,Please back the check.
lqiUkVp5h7zZMCIoUwrbeo,她的秘密至今仍未透露。,tā de mì mì zhì jīn réng wèi tòu lù。,Her secret remains untold by now.
YTNe2A8rKjspyM6vXKhizb,他对我作了合理的解释。,tā duì wǒ zuò le hé lǐ de jiě shì。,He gave me a reasonable explanation.
EoqHExCypvFq0ppONKj6Vp,我可以证明她是诚实的。,wǒ kě yǐ zhèng míng tā shì chéng shí de。,I can certify to her honesty.
lT5qUbmDkz5O6UUK2FjxPS,和她谈话是一种乐趣。,huò tā tán huà shì yī zhòng lè qù。,It is a pleasure to converse with her.
4cyRQa14NmLaKoGMnQKNWr,部队已准备发起攻击。,bù duì yǐ zhǔn bèi fā qǐ gōng jī。,The troops took up offensive positions.
UhoZDamCemBVicaTi3JOz3,我们希望长期获利。,wǒ men xī wàng cháng qī huò lì。,We hope to make great profit in the long term.
Kv4iXXHPthgyGMTp8GHevz,我们喜欢乡村的平静。,wǒ men xǐ huan xiāng cūn de píng jìng。,We enjoyed the quietness of the country.
rDeZjWtLmrMMvxfKtbhlcR,新鲜空气有益于健康。,xīn xiān kōng qì yǒu yì yú jiàn kāng。,Fresh air is beneficial to our health.
1qHtN7v1ZAMfaIZvS5sCAE,他把工资的一部份存起来。,tā bǎ gōng zī de yī bù fen cún qǐ lai。,He sets aside part of his salary.
TyZYNyAsA3nnDt324EFKSl,他在一家私人企业工作。,tā zài yī jiā sī rén qǐ yè gōng zuò。,He works in a private enterprise.
6qdMJRdL733PWuxh0PUtXF,这些事实否定了你的理论.,zhè xie shì shí fǒu dìng le nǐ de lǐ lùn.,These facts negate your theory.
GdraCYYAxSobNkQfkOJOrw,银行在超级市场对面.,yín háng zài chāo jí shì chǎng duì miàn.,The bank is opposite the supermarket.
PZrycOEyDUW0GfTDZO1fDr,这是一个黑暗无月的夜晚。,zhè shì yī gè hēi àn wú yuè de yè wǎn。,It's a dark and moonless night.
latTOQYF1sBjqOR6EJkaHd,请把那条毛巾给我扔过来.,qǐng bǎ nà tiáo máo jīn jǐ wǒ rēng guò lai.,Please throw me that towel.
7UOpvVtUobKZ4aRkgbRGEa,太冷了--我再要一条毯子.,tài lěng le-- wǒ zài yào yī tiáo tǎn zi.,It's cold I need another blanket.
2ZtUfTW0jEDtthtdYG6J01,温度有细微的变化。,wēn dù yǒu xì wēi de biàn huà。,There is an imperceptible change in temperature.
k6yZ6DEBBt4FIcC4eBrltM,她给孩子们每人一美元。,tā jǐ hái zi men měi rén yī měi yuán。,She gave the boys a dollar apiece.
o2vHFDhkzZktPhdd2ZBImZ,她的秘密至今仍未透露.,tā de mì mì zhì jīn réng wèi tòu lù.,Her secret remains untold to this day.
nAYxjIqcvslrl3V0zFmExQ,母亲昨天补了一床被子。,mǔ qīn zuó tiān bǔ le yī chuáng bèi zi。,Mother pieced a quilt yesterday.
CR81z8cPbQYzgwmHOcGPAT,她是位性感的西方美人。,tā shì wèi xìng gǎn de xī fāng měi rén。,She is a sultry western beauty.
8vvi0BeyRjaiIsWyaFSXus,他们完成了预备训练。,tā men wán chéng le yù bèi xùn liàn。,They finished the preparatory training.
FHfOSWEihlsmuyj86JJ7lx,她对国家的贡献极大.,tā duì guó jiā de gòng xiàn jí dà.,Her services to the state have been immense.
jJgMjNatbzx1BFJoDQ30Sd,别忘了带上你的钓具。,biè wàng le dài shàng nǐ de diào jù。,Don't forget to bring your fishing tackle.
HAoQ7TPG07Gg5SvRX0rabP,那条船遭到鱼雷的攻击。,nà tiáo chuán zāo dào yú léi de gōng jī。,The ship was attacked by torpedo.
sKANp3aAJDsTy560lnebjY,值得做的事没有容易做的。,zhí de zuò de shì méi yǒu róng yì zuò de。,Nothing worth doing is easy.
rbEzgPfFPoR2oD0oKiLgP8,她的祖国位于热带地区。,tā de zǔ guó wèi yú rè dài dì qū。,Her motherland is in the tropical region.
KPF55oYe2tE0OocXGJFlN0,这种导弹由地下发射.,zhè zhǒng dǎo dàn yóu dì xià fā shè.,The missile is delivered from underground.
aKI4O2K2OBf5u43Z8R4r0G,这些条件已不复存在了。,zhè xie tiáo jiàn yǐ bù fù cún zài le。,These conditions no longer obtain.
qfs5usPvS7TUJjaWSuxuna,他在乡间度过晚年。,tā zài xiāng jiàn dù guò wǎn nián。,He spent his declining years in the country.
MdAEjaZjfZWTVX70dRTWkI,椅子的影子映到墙上了.,yǐ zi de yǐng zi yìng dào qiáng shàng le.,The chair casts a shadow on the wall.
V1OncImCRcT3beVbyhA34B,事故往往起因于粗心。,shì gù wǎng wǎng qǐ yīn yú cū xīn。,Accidents often arise from carelessness.
3MSsAJj1QUwfacxiTmrahI,心脏把血液送至血管。,xīn zàng bǎ xuè yè sòng zhì xuè guǎn。,The heart pumps blood into the veins.
DTXDWQk7ZGusjNRorIFxPp,我不打算担任这项工作。,wǒ bù dǎ suàn dān rèn zhè xiàng gōng zuò。,I don't plan to take the job.
FOxymwen31XEXapiLBL3yy,我拥护逐步改革的政策.,wǒ yōng hù zhú bù gǎi gé de zhèng cè.,I advocate a policy of gradual reform.
0o68GCaDg08M0vKZ8RCaA6,他在纸上划了一条斜线。,tā zài zhǐ shàng huà le yī tiáo xié xiàn。,He drew an oblique line on paper.
rWnWt6jq6HXPKjhKNTk3vS,熊熊烈火席卷森林。,xióng xióng liè huǒ xí juǎn sēn lín。,Billows of flame swept through the forest.
JW5ERPJGc1XtP8dXdyYZOX,暂时还用不着，谢谢你。,zàn shí huán yòng bù zhuó， xiè xie nǐ。,"Not at the moment, thank you."
Dga0ai0ZeMXKmWPLHsEBbK,这里是个矿产丰富的地区。,zhè lǐ shì gè kuàng chǎn fēng fù de dì qū。,This is an area rich in ore.
VldxhcoZUnzeryVITk1woj,所有的人都应遵守法律。,suǒ yǒu de rén dōu yìng zūn shǒu fǎ lu:4。,Everyone must abide by the law.
0a0oDbEs7v0kQw4DJjSZhK,他仍然钻研他的生物学。,tā réng rán zuān yán tā de shēng wù xué。,He still worked at his biology.
xe6OU5n8anu8rWwtRuvqP8,人口在不断增长中。,rén kǒu zài bù duàn zēng zhǎng zhòng。,There was a steady increase in population.
6OeFHGecYeGCZxhKjGMQJ3,大脑需要不断地供血。,dà nǎo xū yào bù duàn de gòng xuè。,The brain needs a continuous supply of blood.
4iNIl4Csm2PRarav0yHpZp,有些广告毫无吸引力。,yǒu xiē guǎng gào háo wú xī yǐn lì。,Some advertisements have no pull at all.
dDe0PiUbvVcRG4kozsI5qM,资料应该明白易懂。,zī liào yīng gāi míng bai yì dǒng。,The information ought to be made more accessible.
qgFAJahtraxbGRLYGwtvec,她感到头皮上被扎了一下.,tā gǎn dào tóu pí shàng bèi zhá le yī xià.,She felt a pricking on her scalp.
efDB6NGqC0ANTimE2HDwDf,护士执行医生的命令。,hù shi zhí xíng yī shēng de mìng lìng。,The nurse executed the doctor's orders.
ziKUUSbpYayLzAhyBwWh6a,该报告毫无真实性。,gāi bào gào háo wú zhēn shí xìng。,There is not a vestige of truth in the report.
1LWnV3ocabwvF1VEWpZgjT,我们几乎来不及赶火车.,wǒ men jī hū lái bù jí gǎn huǒ chē.,We barely had time to catch the train.
drhgaXp4iUYHFWPYPBWV5a,草原的气候变化无常。,cǎo yuán de qì hòu biàn huà wú cháng。,The climate on grassland is capricious.
4i2AUhafaVegnLAVGkjp0J,该报告毫无真实性。,gāi bào gào háo wú zhēn shí xìng。,There is not a vestige of truth in the report.
4QVAjJ7dB7MCWk6JGyUkze,那是一次不光彩的经历。,nà shì yī cì bù guāng cǎi de jīng lì。,It is an experience of humiliation.
GFpLsTHbTaV6BmUUXK4g0n,每周配给我们两个鸡蛋。,měi zhōu pèi jǐ wǒ men liǎng gè jī dàn。,We were rationed to two eggs a week.
hEZlCflXeJXtM8zsU0y3OJ,请给蛋糕多加点香料。,qǐng jǐ dàn gāo duō jiā diǎn xiāng liào。,Please add more spices to the cake.
ALDHoLvHdy5aXMKbAKPffb,风力较弱，风向多变。,fēng lì jiào ruò， fēng xiàng duō biàn。,Winds are mainly light and variable.
7dRTNU1UrtGl1Fo77vutmX,他们热烈地欢迎主席。,tā men rè liè de huān yíng zhǔ xí。,They gave the chairman a tumultuous welcome.
reAhbJOrm2umJeRdwa2Ghs,别在光线不好的地方看书。,biè zài guāng xiàn bù hǎo de dì fang kàn shū。,Don't read in poor light.
G08dkfxukxsgJIU36OyAUa,他割破和擦伤了几个地方。,tā gē pò huò cā shāng le jǐ ge dì fang。,He suffered a few cuts and scrapes.
hoGsCTfBlf88yZBek75ExE,她心情沉重得难以忍受。,tā xīn qíng chén zhòng de nán yǐ rěn shòu。,Her grief is a heavy load to bear.
iuZzx53bEV4LjJEaBdRmf5,我不喜欢它因为很吵闹。,wǒ bù xǐ huan tā yīn wèi hěn chǎo nào。,I didn't like it because it was noisy.
dKIBnNXXX7bc1aiOO33pak,非常感激你帮助了我们.,fēi cháng gǎn jī nǐ bāng zhù le wǒ men.,I'm much obliged to you for helping us.
3zRdzaUIImhyuNck0dJU3v,她的手指叫针给扎伤了.,tā de shǒu zhǐ jiào zhēn jǐ zhá shāng le.,She pricked her finger on/with a needle.
8VYanMat3Py5v8YaJn5mrQ,批判批判性的评论或判断,pī pàn pī pàn xìng de píng lùn huò pàn duàn,A critical comment or judgment.
HJzaX3di3majrlqUFWdlYi,天空中有无数的星星。,tiān kōng zhòng yǒu wú shù de xīng xing。,There are numberless stars in the sky.
ToGyZaiaRzvsqoiTOXfRDc,去替我装满一桶水来。,qù tì wǒ zhuāng mǎn yī tǒng shuǐ lái。,Go and fill this bucket with water for me.
3CVIiZrN7batz05oXUqoJC,军队是极其复杂的组织。,jūn duì shì jí qí fù zá de zǔ zhī。,The army is an extremely complex organism.
QyZrROInoSo3uDiaSqN3G7,飞机在浓雾上空飞行。,fēi jī zài nóng wù shàng kōng fēi xíng。,The aircraft was flying above thick fog.
1agtOyQoIFGwhk0CWv0tS0,那个晚会真是激动人心。,nèi gè wǎn huì zhēn shì jī dòng rén xīn。,That party is only too exciting.
pn4W6np1vM4SzY4UTg7Chr,他对此事有相似的说法。,tā duì cǐ shì yǒu xiāng sì de shuō fa。,He talked about it in a similar way.
PQVRKOGClyYmIraJvr36pt,他不停地照著树干砍去.,tā bù tíng de zhào著 shù gàn kǎn qù.,He was hewing away at the trunk of the tree.
vKrUaT2tcnbBDb7ILO8WLG,从法国去订购一架飞机。,zòng fǎ guó qù dìng gòu yī jià fēi jī。,A plane is gone to order from France.
CQf6rvpOsai5ltz1Knprff,她兴高采烈地为他送行。,tā xìng gāo cài liè de wèi tā sòng xíng。,She sent him off in high spirits.
tpeQrkbD5Um2iMXoRRomtB,我上衣袖子上有个破口.,wǒ shàng yī xiù zi shàng yǒu gè pò kǒu.,There's a tear in the arm of my jacket.
wUngsaUwFANubAJKA4Oacr,她显得很不好意思的样子。,tā xiǎn de hěn bù hào yì si de yàng zi。,She looked very embarrassed.
yKyhdRJJONQClBt7qKoaT8,他表情严肃地望着她。,tā biǎo qíng yán sù de wàng zhuó tā。,He looked at her with a solemn expression.
Ow1JvMabC05GqAvRcRHQpZ,这件衣服的价格太高了。,zhè jiàn yī fu de jià gé tài gāo le。,The price of this dress is unreasonable.
Tt4MSW6LdoaDP4QYwGhl3C,"这活儿需要细心, 催不得.","zhè huór xū yào xì xīn,  cuī bù dé.",This work needs care; it mustn't be hurried.
YLkOKIiDI6m2zR7A7svEUF,快，否则你就要来不及了。,kuài， fǒu zé nǐ jiù yào lái bù jí le。,Hurry up or else you'll be late.
iN5ocyiXYZuHkx11AbkMqb,她争取获得奖学金.,tā zhēng qǔ huò dé jiǎng xué jīn.,She's aiming at (ie trying to win) a scholarship.
JAcDQa5Pb52pehX0nCktVS,他以勇气赢得大家的尊敬。,tā yǐ yǒng qì yíng dé dà jiā de zūn jìng。,He won honor for his courage.
BitVJhtLzSi8CBd6V2KJdt,这帮人正被警方追捕。,zhè bāng rén zhèng bèi jǐng fāng zhuī bǔ。,The gang is being hunted by the police.
YdECZi17LpvT4SabopozVq,瞧我们的庄稼长得多快。,qiáo wǒ men de zhuāng jia zhǎng de duō kuài。,Look how our plants have shot up.
2ksY3Q0iu0CmqJpcqD5BBV,他们在教堂接受了洗礼。,tā men zài jiào táng jiē shòu le xǐ lǐ。,They received baptism at the church.
QFnluASaVYmZZ06ZCcABF6,由于下雨，取消了比赛。,yóu yú xià yǔ， qǔ xiāo le bǐ sài。,"Owing to the rain, the match was cancelled."
LKWcjeoxbF5gUJ3zFHb3nc,他们把饼干倒在盘子里。,tā men bǎ bǐng gān dào zài pán zi lǐ。,They emptied the biscuits onto the plate.
lDamiagwgyEZlwtrZJQc8k,我们之间的观点不一致。,wǒ men zhī jiān de guān diǎn bù yī zhì。,The views between us are discordant.
f2YwH2uN5RR7HHH1s8HouC,在转弯处超车十分危险.,zài zhuǎn wān chù chāo jū shí fēn wēi xiǎn.,It's dangerous to overtake on a bend.
a27NtqQlpI1sc76ACNNgKw,铜的导电性比铁强。,tóng de dǎo diàn xìng bì tiě qiáng。,Copper conducts electricity better than iron does.
8KXPOfb3ug3PDxGk30RVRf,他是追随者，不是领导者。,tā shì zhuī suí zhě， bú shì lǐng dào zhě。,"He's a follower, not a leader."
r8lwfdbcTgylmGjuh4A3of,昨夜隔壁有些异常.,zuó yè gé bì yǒu xiē yì cháng.,There were some strange goings-on next door last night.
fuesExPRsEqYlQWAhJ8XyZ,她希望争取到总统职位。,tā xī wàng zhēng qǔ dào zǒng tǒng zhí wèi。,She hopes to win the presidency.
OCgdcuNwuJ5kxU3ybAPSIW,我对那种事物不感兴趣.,wǒ duì nà zhòng shì wù bù gǎn xìng qu.,Things of that nature do not interest me.
62nTdny1wpWa8AnSbEvJMp,我得修修表，它不走了。,wǒ de xiū xiū biǎo， tā bù zǒu le。,I'll have my watch repaired; it doesn't work.
3vldiaspzVXatM3Lx11bCh,"咱们迟到了, 我必须催你一下.","zán men chí dào le,  wǒ bì xū cuī nǐ yī xià.",We're late; I must hurry you.
J3SGmodhKXcMcq7xKhFpau,他提前到达会面地点。,tā tí qián dào dá huì miàn dì diǎn。,He arrived at the meeting place beforehand.
